node_element_id,actor,channel,id,lane,stepNumber,text,timeline
PathwayStep|step:custodian:phn-cooperative-primary-health-insights:5,custodian/researcher,Formal data sharing agreement,step:custodian:phn-cooperative-primary-health-insights:5,Researcher,5,Data Access Agreement,(verify with custodian)
PathwayStep|step:custodian:phn-cooperative-primary-health-insights:6,custodian (Primary Health Insights),Access via secure data platform,step:custodian:phn-cooperative-primary-health-insights:6,Custodian,6,Data Provision,(verify with custodian)
PathwayStep|step:custodian:medicineinsight-nps-medicinewise:1,Researcher,Email: QUMprogram@safetyandquality.gov.au,step:custodian:medicineinsight-nps-medicinewise:1,Researcher,1,Enquire to determine the MedicineInsight data required for your project,(timeline not specified)
PathwayStep|step:custodian:medicineinsight-nps-medicinewise:2,Custodian,(details not specified),step:custodian:medicineinsight-nps-medicinewise:2,Custodian,2,Work with you to confirm the MedicineInsight data requirements for your project and determine pricing,Timeframe: 2 to 3 weeks.
PathwayStep|step:custodian:medicineinsight-nps-medicinewise:3,Custodian,(details not specified),step:custodian:medicineinsight-nps-medicinewise:3,EthicsRegulatory,3,Determine if your project needs to be reviewed and approved by our independent Data Governance Committee,Timeframe: Committee meets every 2 months.
PathwayStep|step:custodian:medicineinsight-nps-medicinewise:4,Custodian,Delivered based on your specifications and in accordance with our data security requirements,step:custodian:medicineinsight-nps-medicinewise:4,Custodian,4,Grant you access to MedicineInsight reports or data,Timeframe: As agreed.
PathwayStep|step:custodian:nhmrc-hrecs:1,Researcher,"Research protocol, data management plan, consent forms, and completion of the Human Research Ethics Application (HREA) form",step:custodian:nhmrc-hrecs:1,Researcher,1,Preparation of Research Proposal and Application,Varies by project complexity
PathwayStep|step:custodian:nhmrc-hrecs:2,Researcher,"Completed HREA and supporting documents (e.g., research protocol, participant information sheet, consent form, data collection tools) via HREC's preferred submission method (e.g., online portal, email)",step:custodian:nhmrc-hrecs:2,Researcher,2,Submission to HREC,Typically by a monthly deadline
PathwayStep|step:custodian:nhmrc-hrecs:3,Ethics Committee,Assessment against the National Statement on Ethical Conduct in Human Research and other relevant guidelines,step:custodian:nhmrc-hrecs:3,EthicsRegulatory,3,HREC Review,Approximately 20 working days from submission deadline to initial review (verify with specific HREC)
PathwayStep|step:custodian:nhmrc-hrecs:4,Researcher/Ethics Committee,Response to HREC queries or requests for revisions,step:custodian:nhmrc-hrecs:4,Researcher,4,Clarifications/Revisions,Varies depending on the nature of revisions
PathwayStep|step:custodian:nhmrc-hrecs:5,Ethics Committee,Formal approval letter issued,step:custodian:nhmrc-hrecs:5,EthicsRegulatory,5,Final Approval,After all conditions are met
PathwayStep|step:custodian:nhmrc-hrecs:6,Researcher,"Annual progress reports, amendment requests, final reports",step:custodian:nhmrc-hrecs:6,Researcher,6,Ongoing Reporting,As per HREC requirements
PathwayStep|step:custodian:aiatsis:1,Researcher,Search the AIATSIS Collection catalogue (Mura) or Collections Online,step:custodian:aiatsis:1,Researcher,1,Initial Inquiry/Search,Ongoing
PathwayStep|step:custodian:aiatsis:2,Researcher,"Complete the ""Request Collection access"" online form (https://aiatsis.gov.au/form/request-collection-access). Specify type of request (material to be sent, or onsite visit). Provide personal details, organisation (if applicable), and details of collection items to access (list from Mura/Collections Online, URLs, or copy-pasted catalogue records).",step:custodian:aiatsis:2,Researcher,2,Request Submission,N/A
PathwayStep|step:custodian:aiatsis:3,Custodian (AIATSIS),"Contact researcher, advise approximate waiting time for Access Officer.",step:custodian:aiatsis:3,Custodian,3,Acknowledgement and Waiting Time Notification,Shortly after request
PathwayStep|step:custodian:aiatsis:4,Custodian (AIATSIS),"Send indemnity form for signature, advise if permissions are required from copyright owners (depositor, Aboriginal/Torres Strait Islander person/family/community representatives) and if fees apply.",step:custodian:aiatsis:4,Custodian,4,Indemnity Form & Permissions Advice,N/A
PathwayStep|step:custodian:aiatsis:5,Researcher,"Return signed indemnity form, complete permission clearance, make payment if applicable.",step:custodian:aiatsis:5,Researcher,5,Indemnity Form Return & Payment,N/A
PathwayStep|step:custodian:aiatsis:6,Custodian (AIATSIS),Supply requested material.,step:custodian:aiatsis:6,Custodian,6,Material Supply,"Once signed indemnity, permission clearance, and payment received."
PathwayStep|step:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:1,Researcher,Direct contact with relevant ACCHO or NACCHO (verify with custodian),step:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:1,Researcher,1,Initial Inquiry,(verify with custodian)
PathwayStep|step:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:2,Researcher,"Research proposal outlining objectives, methodology, data requirements, and ethical considerations (verify with custodian)",step:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:2,Researcher,2,Proposal Submission,(verify with custodian)
PathwayStep|step:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:3,ACCHO/Community,"Engagement with relevant Aboriginal communities and ACCHO boards for approval, ensuring cultural appropriateness and benefit sharing (verify with custodian)",step:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:3,EthicsRegulatory,3,Community Engagement & Approval,(verify with custodian)
PathwayStep|step:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:4,Ethics Committee (HREC),"Submission to appropriate Human Research Ethics Committee (HREC), potentially including an Indigenous-specific HREC (verify with custodian)",step:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:4,EthicsRegulatory,4,Ethics Review,(verify with custodian)
PathwayStep|step:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:5,Custodian/Researcher,"Formal data sharing agreement outlining terms of access, use, storage, and destruction of data (verify with custodian)",step:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:5,Researcher,5,Data Sharing Agreement,(verify with custodian)
PathwayStep|step:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:6,Custodian,"Provision of approved data, potentially within a secure environment (verify with custodian)",step:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:6,Custodian,6,Data Provision,(verify with custodian)
PathwayStep|step:custodian:acsqhc:1,researcher,informal contact via email/phone (verify with custodian),step:custodian:acsqhc:1,Researcher,1,Initial Inquiry,(verify timeline)
PathwayStep|step:custodian:acsqhc:2,researcher,data request form (verify with custodian),step:custodian:acsqhc:2,Researcher,2,Formal Application,(verify timeline)
PathwayStep|step:custodian:acsqhc:3,researcher/ethics committee,HREC approval (verify specific HREC),step:custodian:acsqhc:3,Researcher,3,Ethics Approval,(verify timeline)
PathwayStep|step:custodian:acsqhc:4,researcher/custodian,formal data sharing agreement (verify with custodian),step:custodian:acsqhc:4,Researcher,4,Data Access Agreement,(verify timeline)
PathwayStep|step:custodian:acsqhc:5,custodian,data provided via secure environment (verify TRE platform),step:custodian:acsqhc:5,Custodian,5,Data Provision,(verify timeline)
PathwayStep|step:custodian:ardc:1,Researcher,Health Data Australia portal,step:custodian:ardc:1,Researcher,1,Discover Data,(timeline varies)
PathwayStep|step:custodian:ardc:2,Researcher,AAF credentials (Australian Access Federation),step:custodian:ardc:2,Researcher,2,Log in,(instant)
PathwayStep|step:custodian:ardc:3,Researcher,"""Access the data"" button on dataset record view page",step:custodian:ardc:3,Researcher,3,Initiate Request,(instant)
PathwayStep|step:custodian:ardc:4,Researcher,"EOI form (multiple tabs, mandatory fields, ethics approval upload if applicable)",step:custodian:ardc:4,Researcher,4,Complete Expression of Interest (EOI) Form,(timeline varies by researcher)
PathwayStep|step:custodian:ardc:5,Researcher,EOI form submission,step:custodian:ardc:5,Researcher,5,Submit Request,(instant)
PathwayStep|step:custodian:ardc:6,Researcher,Email notification,step:custodian:ardc:6,Researcher,6,Receive Email Confirmation,(instant)
PathwayStep|step:custodian:ardc:7,Researcher,MyHDA profile page,step:custodian:ardc:7,Researcher,7,Track Progress,(ongoing)
PathwayStep|step:custodian:ardc:8,Researcher,Email notifications,step:custodian:ardc:8,Researcher,8,Receive Updates,(as updates occur)
PathwayStep|step:custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health:1,researcher,Check publicly available data and AIHW data collections; contact AIHW experts if unsure,step:custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health:1,Researcher,1,Initial Inquiry,(verify with custodian)
PathwayStep|step:custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health:2,researcher,Complete a data on request form (specific form name to be verified),step:custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health:2,Researcher,2,Data Request Submission,(verify with custodian)
PathwayStep|step:custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health:3,ethics committee / custodian,Ethical approval by AIHW Ethics Committee (for sensitive data or data linkage requests) at quarterly meetings,step:custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health:3,EthicsRegulatory,3,Ethical Review,(verify with custodian)
PathwayStep|step:custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health:4,custodian,"AIHW assesses requests against legislation, privacy principles, and agreements, applying the Five Safes framework",step:custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health:4,Custodian,4,Data Access Decision,(verify with custodian)
PathwayStep|step:custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health:5,custodian,Data provided; charges may apply,step:custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health:5,Custodian,5,Data Provision,(verify with custodian)
