node_element_id,labels,primary_label,business_id,name,properties_json
CustodianType|State - NSW,CustodianType,CustodianType,,State - NSW,"{""name"": ""State - NSW""}"
ProcessLine|line:custodian:cancer-institute-nsw,ProcessLine,ProcessLine,line:custodian:cancer-institute-nsw,Cancer Institute NSW,"{""id"": ""line:custodian:cancer-institute-nsw"", ""name"": ""Cancer Institute NSW""}"
PathwayStep|step:custodian:cancer-institute-nsw:1,PathwayStep,PathwayStep,step:custodian:cancer-institute-nsw:1,,"{""actor"": ""Researcher"", ""channel"": ""Complete data request form (available on Cancer Institute NSW website)"", ""id"": ""step:custodian:cancer-institute-nsw:1"", ""lane"": ""Researcher"", ""stepNumber"": 1, ""text"": ""Initial Inquiry/Application"", ""timeline"": ""(Timeline: Not specified, but approval processing is 5 business days after ethics approval)""}"
PathwayStep|step:custodian:cancer-institute-nsw:2,PathwayStep,PathwayStep,step:custodian:cancer-institute-nsw:2,,"{""actor"": ""Ethics Committee (Researcher initiates)"", ""channel"": ""Approval from relevant Human Research Ethics Committee (HREC), potentially NSW Population and Health Services Research Ethics Committee"", ""id"": ""step:custodian:cancer-institute-nsw:2"", ""lane"": ""Researcher"", ""stepNumber"": 2, ""text"": ""Ethics Approval"", ""timeline"": ""(Timeline: Varies by HREC)""}"
PathwayStep|step:custodian:cancer-institute-nsw:3,PathwayStep,PathwayStep,step:custodian:cancer-institute-nsw:3,,"{""actor"": ""Custodian"", ""channel"": ""Review of data request form and ethics approval"", ""id"": ""step:custodian:cancer-institute-nsw:3"", ""lane"": ""EthicsRegulatory"", ""stepNumber"": 3, ""text"": ""Custodian Approval"", ""timeline"": ""(Timeline: 5 business days after receipt of ethics approval)""}"
PathwayStep|step:custodian:cancer-institute-nsw:4,PathwayStep,PathwayStep,step:custodian:cancer-institute-nsw:4,,"{""actor"": ""Custodian"", ""channel"": ""Data provided via Cancer Institute NSW Secure File Sharing System"", ""id"": ""step:custodian:cancer-institute-nsw:4"", ""lane"": ""Custodian"", ""stepNumber"": 4, ""text"": ""Data Provision"", ""timeline"": ""(Timeline: CITTS data updated every six months, other data timelines not specified, verify with custodian)""}"
"SourceURL|https://www.cancer.nsw.gov.au/about-cancer/document-library/data-access-policy,",SourceURL,SourceURL,,,"{""url"": ""https://www.cancer.nsw.gov.au/about-cancer/document-library/data-access-policy,""}"
"SourceURL|https://www.cancer.nsw.gov.au/research-and-data/cancer-data-and-statistics/data-available-on-request,",SourceURL,SourceURL,,,"{""url"": ""https://www.cancer.nsw.gov.au/research-and-data/cancer-data-and-statistics/data-available-on-request,""}"
SourceURL|https://www.cancer.nsw.gov.au/research-and-data/cancer-data-and-statistics/data-available-on-request/request-unit-record-data-for-research/breastscreen-nsw,SourceURL,SourceURL,,,"{""url"": ""https://www.cancer.nsw.gov.au/research-and-data/cancer-data-and-statistics/data-available-on-request/request-unit-record-data-for-research/breastscreen-nsw""}"
"SourceURL|https://www.cancer.nsw.gov.au/research-and-data/cancer-data-and-statistics/data-available-on-request/request-unit-record-data-for-research/nsw-cancer-registry,",SourceURL,SourceURL,,,"{""url"": ""https://www.cancer.nsw.gov.au/research-and-data/cancer-data-and-statistics/data-available-on-request/request-unit-record-data-for-research/nsw-cancer-registry,""}"
Dataset|dataset:nsw-cancer-registry-nswcr,Dataset,Dataset,dataset:nsw-cancer-registry-nswcr,NSW Cancer Registry (NSWCR),"{""description"": ""Demographic, incidence, and death details for people diagnosed with cancer in NSW since 1972. Includes clinical data for episodes of care (currently available for 2013 onwards, with some clinical data from 2008-2012 in the NSW Clinical Cancer Registry)."", ""id"": ""dataset:nsw-cancer-registry-nswcr"", ""identifiable"": ""Yes"", ""linkable"": ""Yes"", ""name"": ""NSW Cancer Registry (NSWCR)""}"
Dataset|dataset:breastscreen-nsw,Dataset,Dataset,dataset:breastscreen-nsw,BreastScreen NSW,"{""description"": ""Information on breast screening services for women aged 40 and over in NSW, including program activity, participation, cancer data, de-identified unit record data, and de-identified mammography image data. Data available from 1991-present."", ""id"": ""dataset:breastscreen-nsw"", ""identifiable"": ""Yes (de-identified versions available)"", ""linkable"": ""Yes"", ""name"": ""BreastScreen NSW""}"
Dataset|dataset:cancer-institute-tobacco-tracking-survey-citts,Dataset,Dataset,dataset:cancer-institute-tobacco-tracking-survey-citts,Cancer Institute Tobacco Tracking Survey (CITTS),"{""description"": ""Data on tobacco use, campaign recall, recognition, and diagnostics among smokers and recent quitters in NSW."", ""id"": ""dataset:cancer-institute-tobacco-tracking-survey-citts"", ""identifiable"": ""No"", ""linkable"": ""No"", ""name"": ""Cancer Institute Tobacco Tracking Survey (CITTS)""}"
Dataset|dataset:nsw-cancer-registry,Dataset,Dataset,dataset:nsw-cancer-registry,NSW Cancer Registry,"{""description"": ""Demographic, incidence, and death details for people diagnosed with cancer in NSW since 1972. Includes clinical data for episodes of care"", ""id"": ""dataset:nsw-cancer-registry"", ""identifiable"": """", ""linkable"": """", ""name"": ""NSW Cancer Registry""}"
Dataset|dataset:cancer-institute-tobacco-tracking-survey,Dataset,Dataset,dataset:cancer-institute-tobacco-tracking-survey,Cancer Institute Tobacco Tracking Survey,"{""description"": ""CITTS) (Data on tobacco use, campaign recall, recognition, and diagnostics among smokers and recent quitters in NSW"", ""id"": ""dataset:cancer-institute-tobacco-tracking-survey"", ""identifiable"": """", ""linkable"": """", ""name"": ""Cancer Institute Tobacco Tracking Survey""}"
Custodian|custodian:vahi,Custodian,Custodian,custodian:vahi,VAHI,"{""contactAndApplicationPortal"": ""VAHI Data Request Hub, https://vahi.freshdesk.com/support/home"", ""ethicsAndGovernanceRequirements"": ""Ethics approval from a Human Research Ethics Committee (HREC) is required for data access. Data governance frameworks applied include principles of privacy and data security. Special requirements may apply for identifiable or linked data (verify with custodian)."", ""fullPathwayCardMarkdown"": ""## Pathway Card: Victorian Agency for Health Information (VAHI)\n\n**Custodian Type:** State — VIC\n\n**Jurisdiction:** Victoria\n\n**Primary Role:** The Victorian Agency for Health Information (VAHI) supports the development, collection, and use of Victoria’s health datasets. Its role is to ensure high-quality and accurate data are available to inform planning, policy development, and monitoring of healthcare quality, while meeting state and national reporting obligations.\n\n**Key Data Holdings:**\n\n| Dataset Name | Description | Identifiable? | Linkable? |\n|---|---|---|---|\n| Victorian Admitted Episodes Dataset (VAED) | Data relating to hospital admissions | Yes (indirectly) | Yes |\n| Victorian Emergency Minimum Dataset (VEMD) | Data relating to emergency department attendances | Yes (indirectly) | Yes |\n| Victorian Perinatal Data Collection | Data relating to births | Yes (indirectly) | Yes |\n| Victorian Integrated Non-Admitted Health (VINAH) dataset | Non-admitted patient-level data | Yes (indirectly) | Yes |\n| Victorian Linkage Map (VLM) and Integrated Data Resource (IDR) | Collection of almost 40 linked Victorian government datasets | Yes (indirectly) | Yes |\n\n**Data Access Pathway — Step by Step:**\n\n1.  **Initial Inquiry** — Researcher — VAHI Data Request Hub (https://vahi.freshdesk.com/support/home) — (verify with custodian)\n2.  **Data Linkage Request (if applicable)** — Researcher — CVDL Online Application Form (https://vahi.vic.gov.au/ourwork/data-linkage) — (verify with custodian)\n3.  **Ethics Approval** — Researcher/Ethics Committee — Relevant Human Research Ethics Committee (HREC) application — (verify with custodian)\n4.  **Data Provision (via VALT)** — Custodian — VALT secure research environment — (verify with custodian)\n\n**Ethics and Governance Requirements:**\nEthics approval from a Human Research Ethics Committee (HREC) is required for data access. Data governance frameworks applied include principles of privacy and data security. Special requirements may apply for identifiable or linked data (verify with custodian).\n\n**Trusted Research Environment (TRE) / Secure Access:**\nVALT (Victorian Assisted Linkage Tool) is the secure research environment used by CVDL to provide access to linked, de-identified data for approved projects. Access type: Remote access.\n\n**Contact and Application Portal:**\n- Primary contact: VAHI Data Request Hub\n- Application portal URL: https://vahi.freshdesk.com/support/home\n- Key documents / forms: CVDL Online Application Form (https://vahi.vic.gov.au/ourwork/data-linkage), VALT application and administration form (https://vahi.vic.gov.au/ourwork/data-linkage)\n\n**Indicative Timeline:**\nStage: Initial Inquiry: (verify with custodian); Stage: Data Linkage Request: (verify with custodian); Stage: Ethics Approval: (verify with custodian); Stage: Data Provision: (verify with custodian)\n\n**Known Gaps / Verify with Custodian:**\n*   Specific forms for direct data requests (outside of data linkage) are not clearly outlined, as VAHI currently does not process new data requests from individuals and organisations outside of the Department of Health.\n*   Detailed timelines for each step of the data access process.\n*   Specific legislation governing data access beyond general privacy principles.\n*   Detailed information on data identifiability and linkability for each dataset.\n*   Exact process for applying for non-linked data directly from VAHI (if any future changes occur).\n\n**Connections to Other Custodians / Pathways:**\nCentre for Victorian Data Linkage (CVDL) for data linkage requests; Australian Institute of Health and Welfare (AIHW) and Independent Hospital and Aged Care Pricing Authority (IHACPA) for alternative data sources.\n\n**Source URLs:**\nhttps://vahi.vic.gov.au/ourwork/data-acquisition-and-management, https://vahi.freshdesk.com/support/home, https://vahi.vic.gov.au/ourwork/data-linkage, https://vahi.vic.gov.au/"", ""gapsVerifyWithCustodian"": ""* Specific forms for direct data requests (outside of data linkage) are not clearly outlined, as VAHI currently does not process new data requests from individuals and organisations outside of the Department of Health.\n* Detailed timelines for each step of the data access process.\n* Specific legislation governing data access beyond general privacy principles.\n* Detailed information on data identifiability and linkability for each dataset.\n* Exact process for applying for non-linked data directly from VAHI (if any future changes occur)."", ""id"": ""custodian:vahi"", ""indicativeTimeline"": ""Stage: Initial Inquiry: (verify with custodian); Stage: Data Linkage Request: (verify with custodian); Stage: Ethics Approval: (verify with custodian); Stage: Data Provision: (verify with custodian)"", ""mdPathwayCardMarkdown"": ""**Custodian Type:** State — VIC\n\n**Jurisdiction:** Victoria\n\n**Primary Role:** The Victorian Agency for Health Information (VAHI) supports the development, collection, and use of Victoria’s health datasets. Its role is to ensure high-quality and accurate data are available to inform planning, policy development, and monitoring of healthcare quality, while meeting state and national reporting obligations.\n\n**Key Data Holdings:**\n\n| Dataset Name | Description | Identifiable? | Linkable? |\n|---|---|---|---|\n| Victorian Admitted Episodes Dataset (VAED) | Data relating to hospital admissions | Yes (indirectly) | Yes |\n| Victorian Emergency Minimum Dataset (VEMD) | Data relating to emergency department attendances | Yes (indirectly) | Yes |\n| Victorian Perinatal Data Collection | Data relating to births | Yes (indirectly) | Yes |\n| Victorian Integrated Non-Admitted Health (VINAH) dataset | Non-admitted patient-level data | Yes (indirectly) | Yes |\n| Victorian Linkage Map (VLM) and Integrated Data Resource (IDR) | Collection of almost 40 linked Victorian government datasets | Yes (indirectly) | Yes |\n\n**Data Access Pathway — Step by Step:**\n\n1.  **Initial Inquiry** — Researcher — VAHI Data Request Hub (https://vahi.freshdesk.com/support/home) — (verify with custodian)\n2.  **Data Linkage Request (if applicable)** — Researcher — CVDL Online Application Form (https://vahi.vic.gov.au/ourwork/data-linkage) — (verify with custodian)\n3.  **Ethics Approval** — Researcher/Ethics Committee — Relevant Human Research Ethics Committee (HREC) application — (verify with custodian)\n4.  **Data Provision (via VALT)** — Custodian — VALT secure research environment — (verify with custodian)\n\n**Ethics and Governance Requirements:**\nEthics approval from a Human Research Ethics Committee (HREC) is required for data access. Data governance frameworks applied include principles of privacy and data security. Special requirements may apply for identifiable or linked data (verify with custodian).\n\n**Trusted Research Environment (TRE) / Secure Access:**\nVALT (Victorian Assisted Linkage Tool) is the secure research environment used by CVDL to provide access to linked, de-identified data for approved projects. Access type: Remote access.\n\n**Contact and Application Portal:**\n- Primary contact: VAHI Data Request Hub\n- Application portal URL: https://vahi.freshdesk.com/support/home\n- Key documents / forms: CVDL Online Application Form (https://vahi.vic.gov.au/ourwork/data-linkage), VALT application and administration form (https://vahi.vic.gov.au/ourwork/data-linkage)\n\n**Indicative Timeline:**\nStage: Initial Inquiry: (verify with custodian); Stage: Data Linkage Request: (verify with custodian); Stage: Ethics Approval: (verify with custodian); Stage: Data Provision: (verify with custodian)\n\n**Known Gaps / Verify with Custodian:**\n*   Specific forms for direct data requests (outside of data linkage) are not clearly outlined, as VAHI currently does not process new data requests from individuals and organisations outside of the Department of Health.\n*   Detailed timelines for each step of the data access process.\n*   Specific legislation governing data access beyond general privacy principles.\n*   Detailed information on data identifiability and linkability for each dataset.\n*   Exact process for applying for non-linked data directly from VAHI (if any future changes occur).\n\n**Connections to Other Custodians / Pathways:**\nCentre for Victorian Data Linkage (CVDL) for data linkage requests; Australian Institute of Health and Welfare (AIHW) and Independent Hospital and Aged Care Pricing Authority (IHACPA) for alternative data sources.\n\n**Source URLs:**\nhttps://vahi.vic.gov.au/ourwork/data-acquisition-and-management, https://vahi.freshdesk.com/support/home, https://vahi.vic.gov.au/ourwork/data-linkage, https://vahi.vic.gov.au/\n\n---"", ""name"": ""VAHI"", ""primaryRole"": ""The Victorian Agency for Health Information (VAHI) supports the development, collection, and use of Victoria’s health datasets. Its role is to ensure high-quality and accurate data are available to inform planning, policy development, and monitoring of healthcare quality, while meeting state and national reporting obligations."", ""subject"": ""VAHI — Victorian Agency for Health Information, custodian of Victorian Admitted Episodes Dataset (VAED), Victorian Emergency Minimum Dataset (VEMD), Victorian Perinatal Data Collection"", ""treSecureAccessPlatform"": ""VALT (Victorian Assisted Linkage Tool) and Remote access""}"
CustodianType|State - VIC,CustodianType,CustodianType,,State - VIC,"{""name"": ""State - VIC""}"
Jurisdiction|Victoria,Jurisdiction,Jurisdiction,,Victoria,"{""name"": ""Victoria""}"
ProcessLine|line:custodian:vahi,ProcessLine,ProcessLine,line:custodian:vahi,VAHI,"{""id"": ""line:custodian:vahi"", ""name"": ""VAHI""}"
PathwayStep|step:custodian:vahi:1,PathwayStep,PathwayStep,step:custodian:vahi:1,,"{""actor"": ""Researcher"", ""channel"": ""VAHI Data Request Hub (https://vahi.freshdesk.com/support/home)"", ""id"": ""step:custodian:vahi:1"", ""lane"": ""Researcher"", ""stepNumber"": 1, ""text"": ""Initial Inquiry"", ""timeline"": ""(verify with custodian)""}"
PathwayStep|step:custodian:vahi:2,PathwayStep,PathwayStep,step:custodian:vahi:2,,"{""actor"": ""Researcher"", ""channel"": ""CVDL Online Application Form (https://vahi.vic.gov.au/ourwork/data-linkage)"", ""id"": ""step:custodian:vahi:2"", ""lane"": ""Researcher"", ""stepNumber"": 2, ""text"": ""Data Linkage Request (if applicable)"", ""timeline"": ""(verify with custodian)""}"
PathwayStep|step:custodian:vahi:3,PathwayStep,PathwayStep,step:custodian:vahi:3,,"{""actor"": ""Researcher/Ethics Committee"", ""channel"": ""Relevant Human Research Ethics Committee (HREC) application"", ""id"": ""step:custodian:vahi:3"", ""lane"": ""Researcher"", ""stepNumber"": 3, ""text"": ""Ethics Approval"", ""timeline"": ""(verify with custodian)""}"
PathwayStep|step:custodian:vahi:4,PathwayStep,PathwayStep,step:custodian:vahi:4,,"{""actor"": ""Custodian"", ""channel"": ""VALT secure research environment"", ""id"": ""step:custodian:vahi:4"", ""lane"": ""Custodian"", ""stepNumber"": 4, ""text"": ""Data Provision (via VALT)"", ""timeline"": ""(verify with custodian)""}"
"SourceURL|https://vahi.freshdesk.com/support/home,",SourceURL,SourceURL,,,"{""url"": ""https://vahi.freshdesk.com/support/home,""}"
SourceURL|https://vahi.vic.gov.au/,SourceURL,SourceURL,,,"{""url"": ""https://vahi.vic.gov.au/""}"
"SourceURL|https://vahi.vic.gov.au/ourwork/data-acquisition-and-management,",SourceURL,SourceURL,,,"{""url"": ""https://vahi.vic.gov.au/ourwork/data-acquisition-and-management,""}"
"SourceURL|https://vahi.vic.gov.au/ourwork/data-linkage,",SourceURL,SourceURL,,,"{""url"": ""https://vahi.vic.gov.au/ourwork/data-linkage,""}"
Dataset|dataset:victorian-admitted-episodes-dataset-vaed,Dataset,Dataset,dataset:victorian-admitted-episodes-dataset-vaed,Victorian Admitted Episodes Dataset (VAED),"{""description"": ""Data relating to hospital admissions"", ""id"": ""dataset:victorian-admitted-episodes-dataset-vaed"", ""identifiable"": ""Yes (indirectly)"", ""linkable"": ""Yes"", ""name"": ""Victorian Admitted Episodes Dataset (VAED)""}"
Dataset|dataset:victorian-emergency-minimum-dataset-vemd,Dataset,Dataset,dataset:victorian-emergency-minimum-dataset-vemd,Victorian Emergency Minimum Dataset (VEMD),"{""description"": ""Data relating to emergency department attendances"", ""id"": ""dataset:victorian-emergency-minimum-dataset-vemd"", ""identifiable"": ""Yes (indirectly)"", ""linkable"": ""Yes"", ""name"": ""Victorian Emergency Minimum Dataset (VEMD)""}"
Dataset|dataset:victorian-perinatal-data-collection,Dataset,Dataset,dataset:victorian-perinatal-data-collection,Victorian Perinatal Data Collection,"{""description"": ""Data relating to births"", ""id"": ""dataset:victorian-perinatal-data-collection"", ""identifiable"": ""Yes (indirectly)"", ""linkable"": ""Yes"", ""name"": ""Victorian Perinatal Data Collection""}"
Dataset|dataset:victorian-integrated-non-admitted-health-vinah-dataset,Dataset,Dataset,dataset:victorian-integrated-non-admitted-health-vinah-dataset,Victorian Integrated Non-Admitted Health (VINAH) dataset,"{""description"": ""Non-admitted patient-level data"", ""id"": ""dataset:victorian-integrated-non-admitted-health-vinah-dataset"", ""identifiable"": ""Yes (indirectly)"", ""linkable"": ""Yes"", ""name"": ""Victorian Integrated Non-Admitted Health (VINAH) dataset""}"
Dataset|dataset:victorian-linkage-map-vlm-and-integrated-data-resource-idr,Dataset,Dataset,dataset:victorian-linkage-map-vlm-and-integrated-data-resource-idr,Victorian Linkage Map (VLM) and Integrated Data Resource (IDR),"{""description"": ""Collection of almost 40 linked Victorian government datasets"", ""id"": ""dataset:victorian-linkage-map-vlm-and-integrated-data-resource-idr"", ""identifiable"": ""Yes (indirectly)"", ""linkable"": ""Yes"", ""name"": ""Victorian Linkage Map (VLM) and Integrated Data Resource (IDR)""}"
Dataset|dataset:victorian-admitted-episodes-dataset,Dataset,Dataset,dataset:victorian-admitted-episodes-dataset,Victorian Admitted Episodes Dataset,"{""description"": ""VAED) (Data relating to hospital admissions"", ""id"": ""dataset:victorian-admitted-episodes-dataset"", ""identifiable"": """", ""linkable"": """", ""name"": ""Victorian Admitted Episodes Dataset""}"
Dataset|dataset:victorian-emergency-minimum-dataset,Dataset,Dataset,dataset:victorian-emergency-minimum-dataset,Victorian Emergency Minimum Dataset,"{""description"": ""VEMD) (Data relating to emergency department attendances"", ""id"": ""dataset:victorian-emergency-minimum-dataset"", ""identifiable"": """", ""linkable"": """", ""name"": ""Victorian Emergency Minimum Dataset""}"
Dataset|dataset:victorian-integrated-non-admitted-health,Dataset,Dataset,dataset:victorian-integrated-non-admitted-health,Victorian Integrated Non-Admitted Health,"{""description"": ""VINAH) dataset (Non-admitted patient-level data"", ""id"": ""dataset:victorian-integrated-non-admitted-health"", ""identifiable"": """", ""linkable"": """", ""name"": ""Victorian Integrated Non-Admitted Health""}"
Dataset|dataset:victorian-linkage-map,Dataset,Dataset,dataset:victorian-linkage-map,Victorian Linkage Map,"{""description"": ""VLM) and Integrated Data Resource (IDR) (Collection of almost 40 linked Victorian government datasets"", ""id"": ""dataset:victorian-linkage-map"", ""identifiable"": """", ""linkable"": """", ""name"": ""Victorian Linkage Map""}"
