relationship_element_id,type,start_node_element_id,end_node_element_id,properties_json
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1155179901490299525,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:645,4:699adb08-f1e5-4be8-b17b-792b62a6747d:636,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""ABS: Collaboration on National Disability Data Asset (NDDA) and data integration. ABS receives de-identified data from AIHW for NDDA preparation.\nServices Australia: Data from Medicare Consumer Directory and Centrelink Data Over Multiple Individual Occurrences (DOMINO) are linked by AIHW DISC.\nDepartment of Health and Aged Care: Partner in the National Health Data Hub (NHDH).\nNSW Health: Partner in the National Health Data Hub (NHDH).\nQueensland Health: Partner in the National Health Data Hub (NHDH).\nPopulation Health Research Network (PHRN): Partner in the National Health Data Hub (NHDH)."", ""segment"": ""Services Australia: Data from Medicare Consumer Directory and Centrelink Data Over Multiple Individual Occurrences (DOMINO) are linked by AIHW DISC""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1164187100745040517,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:645,4:699adb08-f1e5-4be8-b17b-792b62a6747d:639,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""ABS: Collaboration on National Disability Data Asset (NDDA) and data integration. ABS receives de-identified data from AIHW for NDDA preparation.\nServices Australia: Data from Medicare Consumer Directory and Centrelink Data Over Multiple Individual Occurrences (DOMINO) are linked by AIHW DISC.\nDepartment of Health and Aged Care: Partner in the National Health Data Hub (NHDH).\nNSW Health: Partner in the National Health Data Hub (NHDH).\nQueensland Health: Partner in the National Health Data Hub (NHDH).\nPopulation Health Research Network (PHRN): Partner in the National Health Data Hub (NHDH)."", ""segment"": ""Population Health Research Network (PHRN): Partner in the National Health Data Hub (NHDH)""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1152928101676614277,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:645,4:699adb08-f1e5-4be8-b17b-792b62a6747d:644,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""ABS: Collaboration on National Disability Data Asset (NDDA) and data integration. ABS receives de-identified data from AIHW for NDDA preparation.\nServices Australia: Data from Medicare Consumer Directory and Centrelink Data Over Multiple Individual Occurrences (DOMINO) are linked by AIHW DISC.\nDepartment of Health and Aged Care: Partner in the National Health Data Hub (NHDH).\nNSW Health: Partner in the National Health Data Hub (NHDH).\nQueensland Health: Partner in the National Health Data Hub (NHDH).\nPopulation Health Research Network (PHRN): Partner in the National Health Data Hub (NHDH)."", ""segment"": ""ABS: Collaboration on National Disability Data Asset (NDDA) and data integration. ABS receives de-identified data from AIHW for NDDA preparation""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1159683501117670021,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:645,4:699adb08-f1e5-4be8-b17b-792b62a6747d:649,"{""matchScore"": 1.0, ""matchType"": ""override_force_accept"", ""rawText"": ""ABS: Collaboration on National Disability Data Asset (NDDA) and data integration. ABS receives de-identified data from AIHW for NDDA preparation.\nServices Australia: Data from Medicare Consumer Directory and Centrelink Data Over Multiple Individual Occurrences (DOMINO) are linked by AIHW DISC.\nDepartment of Health and Aged Care: Partner in the National Health Data Hub (NHDH).\nNSW Health: Partner in the National Health Data Hub (NHDH).\nQueensland Health: Partner in the National Health Data Hub (NHDH).\nPopulation Health Research Network (PHRN): Partner in the National Health Data Hub (NHDH)."", ""segment"": ""NSW Health: Partner in the National Health Data Hub (NHDH)""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1161935300931355269,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:645,4:699adb08-f1e5-4be8-b17b-792b62a6747d:654,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""ABS: Collaboration on National Disability Data Asset (NDDA) and data integration. ABS receives de-identified data from AIHW for NDDA preparation.\nServices Australia: Data from Medicare Consumer Directory and Centrelink Data Over Multiple Individual Occurrences (DOMINO) are linked by AIHW DISC.\nDepartment of Health and Aged Care: Partner in the National Health Data Hub (NHDH).\nNSW Health: Partner in the National Health Data Hub (NHDH).\nQueensland Health: Partner in the National Health Data Hub (NHDH).\nPopulation Health Research Network (PHRN): Partner in the National Health Data Hub (NHDH)."", ""segment"": ""Queensland Health: Partner in the National Health Data Hub (NHDH)""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1152928101676614278,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:646,4:699adb08-f1e5-4be8-b17b-792b62a6747d:644,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""Reserve Bank of Australia (RBA): Memorandum of Understanding for consultation, information sharing, and coordination on financial stability issues. \nPrivate Health Insurers: APRA collects data from private health insurers as part of its regulatory function. \nAustralian Bureau of Statistics (ABS): APRA conducts consultation with the superannuation industry on additional superannuation data collected under reporting standards and primarily used by ABS."", ""segment"": ""Australian Bureau of Statistics (ABS): APRA conducts consultation with the superannuation industry on additional superannuation data collected under reporting standards and primarily used by ABS""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6937801823034016375,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:647,4:699adb08-f1e5-4be8-b17b-792b62a6747d:631,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""Department of Health and Aged Care: Partner agency in PLIDA [4]\nServices Australia: Partner agency in PLIDA [4]\nAustralian Institute of Health and Welfare: Observer on PLIDA Board [4]"", ""segment"": ""Department of Health and Aged Care: Partner agency in PLIDA [4]""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6942305422661386873,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:647,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""Department of Health and Aged Care: Partner agency in PLIDA [4]\nServices Australia: Partner agency in PLIDA [4]\nAustralian Institute of Health and Welfare: Observer on PLIDA Board [4]"", ""segment"": ""Australian Institute of Health and Welfare: Observer on PLIDA Board [4]""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6922039224338219644,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:647,4:699adb08-f1e5-4be8-b17b-792b62a6747d:636,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""Department of Health and Aged Care: Partner agency in PLIDA [4]\nServices Australia: Partner agency in PLIDA [4]\nAustralian Institute of Health and Welfare: Observer on PLIDA Board [4]"", ""segment"": ""Services Australia: Partner agency in PLIDA [4]""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1152928101676614280,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:648,4:699adb08-f1e5-4be8-b17b-792b62a6747d:649,"{""matchScore"": 1.0, ""matchType"": ""override_force_accept"", ""rawText"": ""NSW Health - Ministry of Health NSW (Cancer Institute NSW is a statutory body within the NSW Health portfolio)"", ""segment"": ""NSW Health - Ministry of Health NSW (Cancer Institute NSW is a statutory body within the NSW Health portfolio)""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1152928101676614281,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:649,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1025,"{""matchScore"": 1.0, ""matchType"": ""override_force_accept"", ""rawText"": ""CHeReL: NSW Health partners with CHeReL for secure record linkage of health data for research and policy development [3].\nCancer Institute NSW: NSW Health works with the Cancer Institute NSW, which provides cancer data and statistics [2].\nBureau of Health Information: NSW Health collaborates with the Bureau of Health Information, which publishes independent reports and data about the performance of the public healthcare system in NSW [2]."", ""segment"": ""CHeReL: NSW Health partners with CHeReL for secure record linkage of health data for research and policy development [3]""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1155179901490299529,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:649,4:699adb08-f1e5-4be8-b17b-792b62a6747d:648,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""CHeReL: NSW Health partners with CHeReL for secure record linkage of health data for research and policy development [3].\nCancer Institute NSW: NSW Health works with the Cancer Institute NSW, which provides cancer data and statistics [2].\nBureau of Health Information: NSW Health collaborates with the Bureau of Health Information, which publishes independent reports and data about the performance of the public healthcare system in NSW [2]."", ""segment"": ""Cancer Institute NSW: NSW Health works with the Cancer Institute NSW, which provides cancer data and statistics [2]""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6944557222475072121,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:650,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""PHRN: CVDL was established with funding from the national Population Health Research Network (PHRN) and is part of the PHRN network.\nAIHW: Some datasets are assembled for submission to the Australian Institute for Health and Welfare (AIHW) for national reporting.\nRegistry of Births Deaths and Marriages: CVDL obtains Births and Deaths (VDI) data from the Registry of Births Deaths and Marriages under a Memorandum of Understanding."", ""segment"": ""AIHW: Some datasets are assembled for submission to the Australian Institute for Health and Welfare (AIHW) for national reporting""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6931046423592960639,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:650,4:699adb08-f1e5-4be8-b17b-792b62a6747d:639,"{""matchScore"": 1.0, ""matchType"": ""override_force_accept"", ""rawText"": ""PHRN: CVDL was established with funding from the national Population Health Research Network (PHRN) and is part of the PHRN network.\nAIHW: Some datasets are assembled for submission to the Australian Institute for Health and Welfare (AIHW) for national reporting.\nRegistry of Births Deaths and Marriages: CVDL obtains Births and Deaths (VDI) data from the Registry of Births Deaths and Marriages under a Memorandum of Understanding."", ""segment"": ""PHRN: CVDL was established with funding from the national Population Health Research Network (PHRN) and is part of the PHRN network""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6940053622847701623,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:651,4:699adb08-f1e5-4be8-b17b-792b62a6747d:631,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""AIHW: CVDL assembles data for national reporting to AIHW [3]\nDepartment of Health and Aged Care: HACC data for people aged 65+ transferred to Commonwealth Department of Health and Aged Care [3]\nVictorian Cancer Registry: VCR data is integrated into CVDL's Integrated Data Resource [3]"", ""segment"": ""Department of Health and Aged Care: HACC data for people aged 65+ transferred to Commonwealth Department of Health and Aged Care [3]""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6946809022288757369,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:651,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""AIHW: CVDL assembles data for national reporting to AIHW [3]\nDepartment of Health and Aged Care: HACC data for people aged 65+ transferred to Commonwealth Department of Health and Aged Care [3]\nVictorian Cancer Registry: VCR data is integrated into CVDL's Integrated Data Resource [3]"", ""segment"": ""AIHW: CVDL assembles data for national reporting to AIHW [3]""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1152928101676614283,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:651,4:699adb08-f1e5-4be8-b17b-792b62a6747d:652,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""AIHW: CVDL assembles data for national reporting to AIHW [3]\nDepartment of Health and Aged Care: HACC data for people aged 65+ transferred to Commonwealth Department of Health and Aged Care [3]\nVictorian Cancer Registry: VCR data is integrated into CVDL's Integrated Data Resource [3]"", ""segment"": ""Victorian Cancer Registry: VCR data is integrated into CVDL's Integrated Data Resource [3]""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6949060822102442617,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:652,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""Australian Institute of Health and Welfare (AIHW) (for compiling national cancer figures); VAHI (Victorian Agency for Health Information) (Victorian health system reporting and governance alignment)"", ""segment"": ""Australian Institute of Health and Welfare (AIHW) (for compiling national cancer figures)""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6919787424524534411,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:652,4:699adb08-f1e5-4be8-b17b-792b62a6747d:651,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""Australian Institute of Health and Welfare (AIHW) (for compiling national cancer figures); VAHI (Victorian Agency for Health Information) (Victorian health system reporting and governance alignment)"", ""segment"": ""VAHI (Victorian Agency for Health Information) (Victorian health system reporting and governance alignment)""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6924291024151904896,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:653,4:699adb08-f1e5-4be8-b17b-792b62a6747d:640,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""ARDC: QCIF receives investment from ARDC for the HeSANDA Queensland node and collaborates on secure eResearch platforms like KeyPoint.\nHealth Translation Queensland: Administers the HeSANDA Queensland node in collaboration with QCIF.\nUniversity of Queensland: Collaborating organization on the NINA project and a partner in the development of KeyPoint."", ""segment"": ""ARDC: QCIF receives investment from ARDC for the HeSANDA Queensland node and collaborates on secure eResearch platforms like KeyPoint""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6951312621916127865,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:654,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""Australian Institute of Health and Welfare (AIHW) (national hospital data reporting); QCIF (secure infrastructure used by Queensland researchers working with Queensland Health data); PHRN (through Data Linkage Queensland / SALUD for linkage); Cancer Institute NSW (cross-state cancer registry comparison work)"", ""segment"": ""Australian Institute of Health and Welfare (AIHW) (national hospital data reporting)""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1155179901490299534,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:654,4:699adb08-f1e5-4be8-b17b-792b62a6747d:639,"{""matchScore"": 1.0, ""matchType"": ""override_force_accept"", ""rawText"": ""Australian Institute of Health and Welfare (AIHW) (national hospital data reporting); QCIF (secure infrastructure used by Queensland researchers working with Queensland Health data); PHRN (through Data Linkage Queensland / SALUD for linkage); Cancer Institute NSW (cross-state cancer registry comparison work)"", ""segment"": ""PHRN (through Data Linkage Queensland / SALUD for linkage)""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1157431701303984782,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:654,4:699adb08-f1e5-4be8-b17b-792b62a6747d:648,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""Australian Institute of Health and Welfare (AIHW) (national hospital data reporting); QCIF (secure infrastructure used by Queensland researchers working with Queensland Health data); PHRN (through Data Linkage Queensland / SALUD for linkage); Cancer Institute NSW (cross-state cancer registry comparison work)"", ""segment"": ""Cancer Institute NSW (cross-state cancer registry comparison work)""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1152928101676614286,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:654,4:699adb08-f1e5-4be8-b17b-792b62a6747d:653,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""Australian Institute of Health and Welfare (AIHW) (national hospital data reporting); QCIF (secure infrastructure used by Queensland researchers working with Queensland Health data); PHRN (through Data Linkage Queensland / SALUD for linkage); Cancer Institute NSW (cross-state cancer registry comparison work)"", ""segment"": ""QCIF (secure infrastructure used by Queensland researchers working with Queensland Health data)""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6953564421729813113,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:655,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,"{""matchScore"": 1.0, ""matchType"": ""override_force_accept"", ""rawText"": ""Australian Institute of Health and Welfare (AIHW) (cross-jurisdictional research and reporting); Population Health Research Network (PHRN) (national linkage network membership)"", ""segment"": ""Australian Institute of Health and Welfare (AIHW) (cross-jurisdictional research and reporting)""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6933298223406645887,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:655,4:699adb08-f1e5-4be8-b17b-792b62a6747d:639,"{""matchScore"": 1.0, ""matchType"": ""override_force_accept"", ""rawText"": ""Australian Institute of Health and Welfare (AIHW) (cross-jurisdictional research and reporting); Population Health Research Network (PHRN) (national linkage network membership)"", ""segment"": ""Population Health Research Network (PHRN) (national linkage network membership)""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477646,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:0,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1358,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477647,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:0,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1359,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477648,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:0,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1360,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477649,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1361,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477650,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1024,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1362,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477651,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1024,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1363,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477652,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1024,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1364,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477653,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1024,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1365,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477654,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1025,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1366,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477655,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1025,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1367,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477656,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1025,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1368,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477657,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1025,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1369,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477658,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1026,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1370,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477659,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1026,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1371,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477660,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1027,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1372,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477661,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1027,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1373,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477662,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1027,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1374,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477663,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1027,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1375,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477664,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1027,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1376,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477558,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:629,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1270,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477559,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:629,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1271,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477560,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:629,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1272,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477561,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:630,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1273,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477562,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:630,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1274,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477563,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:630,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1275,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477564,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:631,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1276,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477565,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:631,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1277,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477566,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:631,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1278,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477567,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:632,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1279,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477568,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:632,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1280,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477569,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:632,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1281,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477570,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1282,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477571,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1283,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477572,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1284,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477573,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:634,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1285,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477574,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:634,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1286,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477575,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:634,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1287,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477576,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:635,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1288,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477577,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:635,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1289,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477578,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:635,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1290,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477579,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:635,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1291,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477580,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:636,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1292,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477581,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:636,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1293,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477582,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:636,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1294,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477583,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:637,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1295,{}
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6917536724222477584,HAS_CONNECTION_REVIEW,4:699adb08-f1e5-4be8-b17b-792b62a6747d:637,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1296,{}
