relationship_element_id,type,start_node_element_id,end_node_element_id,properties_json
HAS_TYPE|Custodian|custodian:vahi|CustodianType|State - VIC,HAS_TYPE,Custodian|custodian:vahi,CustodianType|State - VIC,{}
IN_JURISDICTION|Custodian|custodian:vahi|Jurisdiction|Victoria,IN_JURISDICTION,Custodian|custodian:vahi,Jurisdiction|Victoria,{}
OFFERS_LINE|Custodian|custodian:vahi|ProcessLine|line:custodian:vahi,OFFERS_LINE,Custodian|custodian:vahi,ProcessLine|line:custodian:vahi,{}
HAS_STEP|ProcessLine|line:custodian:vahi|PathwayStep|step:custodian:vahi:1,HAS_STEP,ProcessLine|line:custodian:vahi,PathwayStep|step:custodian:vahi:1,"{""lane"": ""Researcher"", ""order"": 1}"
HAS_STEP|ProcessLine|line:custodian:vahi|PathwayStep|step:custodian:vahi:2,HAS_STEP,ProcessLine|line:custodian:vahi,PathwayStep|step:custodian:vahi:2,"{""lane"": ""Researcher"", ""order"": 2}"
HAS_STEP|ProcessLine|line:custodian:vahi|PathwayStep|step:custodian:vahi:3,HAS_STEP,ProcessLine|line:custodian:vahi,PathwayStep|step:custodian:vahi:3,"{""lane"": ""Researcher"", ""order"": 3}"
HAS_STEP|ProcessLine|line:custodian:vahi|PathwayStep|step:custodian:vahi:4,HAS_STEP,ProcessLine|line:custodian:vahi,PathwayStep|step:custodian:vahi:4,"{""lane"": ""Custodian"", ""order"": 4}"
"HAS_SOURCE|Custodian|custodian:vahi|SourceURL|https://vahi.freshdesk.com/support/home,",HAS_SOURCE,Custodian|custodian:vahi,"SourceURL|https://vahi.freshdesk.com/support/home,",{}
HAS_SOURCE|Custodian|custodian:vahi|SourceURL|https://vahi.vic.gov.au/,HAS_SOURCE,Custodian|custodian:vahi,SourceURL|https://vahi.vic.gov.au/,{}
"HAS_SOURCE|Custodian|custodian:vahi|SourceURL|https://vahi.vic.gov.au/ourwork/data-acquisition-and-management,",HAS_SOURCE,Custodian|custodian:vahi,"SourceURL|https://vahi.vic.gov.au/ourwork/data-acquisition-and-management,",{}
"HAS_SOURCE|Custodian|custodian:vahi|SourceURL|https://vahi.vic.gov.au/ourwork/data-linkage,",HAS_SOURCE,Custodian|custodian:vahi,"SourceURL|https://vahi.vic.gov.au/ourwork/data-linkage,",{}
HAS_DATASET|Custodian|custodian:vahi|Dataset|dataset:victorian-admitted-episodes-dataset-vaed|md,HAS_DATASET,Custodian|custodian:vahi,Dataset|dataset:victorian-admitted-episodes-dataset-vaed,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:vahi|Dataset|dataset:victorian-emergency-minimum-dataset-vemd|md,HAS_DATASET,Custodian|custodian:vahi,Dataset|dataset:victorian-emergency-minimum-dataset-vemd,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:vahi|Dataset|dataset:victorian-perinatal-data-collection|md,HAS_DATASET,Custodian|custodian:vahi,Dataset|dataset:victorian-perinatal-data-collection,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:vahi|Dataset|dataset:victorian-integrated-non-admitted-health-vinah-dataset|md,HAS_DATASET,Custodian|custodian:vahi,Dataset|dataset:victorian-integrated-non-admitted-health-vinah-dataset,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:vahi|Dataset|dataset:victorian-linkage-map-vlm-and-integrated-data-resource-idr|md,HAS_DATASET,Custodian|custodian:vahi,Dataset|dataset:victorian-linkage-map-vlm-and-integrated-data-resource-idr,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:vahi|Dataset|dataset:victorian-admitted-episodes-dataset|csv,HAS_DATASET,Custodian|custodian:vahi,Dataset|dataset:victorian-admitted-episodes-dataset,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:vahi|Dataset|dataset:victorian-emergency-minimum-dataset|csv,HAS_DATASET,Custodian|custodian:vahi,Dataset|dataset:victorian-emergency-minimum-dataset,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:vahi|Dataset|dataset:victorian-perinatal-data-collection|csv,HAS_DATASET,Custodian|custodian:vahi,Dataset|dataset:victorian-perinatal-data-collection,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:vahi|Dataset|dataset:victorian-integrated-non-admitted-health|csv,HAS_DATASET,Custodian|custodian:vahi,Dataset|dataset:victorian-integrated-non-admitted-health,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:vahi|Dataset|dataset:victorian-linkage-map|csv,HAS_DATASET,Custodian|custodian:vahi,Dataset|dataset:victorian-linkage-map,"{""source"": ""csv""}"
HAS_TYPE|Custodian|custodian:victorian-cancer-registry|CustodianType|State - VIC,HAS_TYPE,Custodian|custodian:victorian-cancer-registry,CustodianType|State - VIC,{}
HAS_TYPE|Custodian|custodian:victorian-cancer-registry|CustodianType|Private,HAS_TYPE,Custodian|custodian:victorian-cancer-registry,CustodianType|Private,{}
HAS_TYPE|Custodian|custodian:victorian-cancer-registry|CustodianType|NGO,HAS_TYPE,Custodian|custodian:victorian-cancer-registry,CustodianType|NGO,{}
IN_JURISDICTION|Custodian|custodian:victorian-cancer-registry|Jurisdiction|Victoria,IN_JURISDICTION,Custodian|custodian:victorian-cancer-registry,Jurisdiction|Victoria,{}
OFFERS_LINE|Custodian|custodian:victorian-cancer-registry|ProcessLine|line:custodian:victorian-cancer-registry,OFFERS_LINE,Custodian|custodian:victorian-cancer-registry,ProcessLine|line:custodian:victorian-cancer-registry,{}
HAS_STEP|ProcessLine|line:custodian:victorian-cancer-registry|PathwayStep|step:custodian:victorian-cancer-registry:1,HAS_STEP,ProcessLine|line:custodian:victorian-cancer-registry,PathwayStep|step:custodian:victorian-cancer-registry:1,"{""lane"": ""Researcher"", ""order"": 1}"
HAS_STEP|ProcessLine|line:custodian:victorian-cancer-registry|PathwayStep|step:custodian:victorian-cancer-registry:2,HAS_STEP,ProcessLine|line:custodian:victorian-cancer-registry,PathwayStep|step:custodian:victorian-cancer-registry:2,"{""lane"": ""Researcher"", ""order"": 2}"
HAS_STEP|ProcessLine|line:custodian:victorian-cancer-registry|PathwayStep|step:custodian:victorian-cancer-registry:3,HAS_STEP,ProcessLine|line:custodian:victorian-cancer-registry,PathwayStep|step:custodian:victorian-cancer-registry:3,"{""lane"": ""Researcher"", ""order"": 3}"
HAS_STEP|ProcessLine|line:custodian:victorian-cancer-registry|PathwayStep|step:custodian:victorian-cancer-registry:4,HAS_STEP,ProcessLine|line:custodian:victorian-cancer-registry,PathwayStep|step:custodian:victorian-cancer-registry:4,"{""lane"": ""Researcher"", ""order"": 4}"
HAS_STEP|ProcessLine|line:custodian:victorian-cancer-registry|PathwayStep|step:custodian:victorian-cancer-registry:5,HAS_STEP,ProcessLine|line:custodian:victorian-cancer-registry,PathwayStep|step:custodian:victorian-cancer-registry:5,"{""lane"": ""EthicsRegulatory"", ""order"": 5}"
HAS_STEP|ProcessLine|line:custodian:victorian-cancer-registry|PathwayStep|step:custodian:victorian-cancer-registry:6,HAS_STEP,ProcessLine|line:custodian:victorian-cancer-registry,PathwayStep|step:custodian:victorian-cancer-registry:6,"{""lane"": ""Researcher"", ""order"": 6}"
HAS_STEP|ProcessLine|line:custodian:victorian-cancer-registry|PathwayStep|step:custodian:victorian-cancer-registry:7,HAS_STEP,ProcessLine|line:custodian:victorian-cancer-registry,PathwayStep|step:custodian:victorian-cancer-registry:7,"{""lane"": ""Custodian"", ""order"": 7}"
HAS_STEP|ProcessLine|line:custodian:victorian-cancer-registry|PathwayStep|step:custodian:victorian-cancer-registry:8,HAS_STEP,ProcessLine|line:custodian:victorian-cancer-registry,PathwayStep|step:custodian:victorian-cancer-registry:8,"{""lane"": ""Custodian"", ""order"": 8}"
HAS_SOURCE|Custodian|custodian:victorian-cancer-registry|SourceURL|https://pmc.ncbi.nlm.nih.gov/articles/PMC10749758/,HAS_SOURCE,Custodian|custodian:victorian-cancer-registry,SourceURL|https://pmc.ncbi.nlm.nih.gov/articles/PMC10749758/,{}
"HAS_SOURCE|Custodian|custodian:victorian-cancer-registry|SourceURL|https://vcccalliance.org.au/research/data-connect,",HAS_SOURCE,Custodian|custodian:victorian-cancer-registry,"SourceURL|https://vcccalliance.org.au/research/data-connect,",{}
"HAS_SOURCE|Custodian|custodian:victorian-cancer-registry|SourceURL|https://www.cancervic.org.au/research/our-research/victoria-cancer-registry,",HAS_SOURCE,Custodian|custodian:victorian-cancer-registry,"SourceURL|https://www.cancervic.org.au/research/our-research/victoria-cancer-registry,",{}
"HAS_SOURCE|Custodian|custodian:victorian-cancer-registry|SourceURL|https://www.cancervic.org.au/research/our-research/victoria-cancer-registry/data-requests,",HAS_SOURCE,Custodian|custodian:victorian-cancer-registry,"SourceURL|https://www.cancervic.org.au/research/our-research/victoria-cancer-registry/data-requests,",{}
"HAS_SOURCE|Custodian|custodian:victorian-cancer-registry|SourceURL|https://www.cancervic.org.au/research/our-research/victoria-cancer-registry/legal-and-governance,",HAS_SOURCE,Custodian|custodian:victorian-cancer-registry,"SourceURL|https://www.cancervic.org.au/research/our-research/victoria-cancer-registry/legal-and-governance,",{}
"HAS_SOURCE|Custodian|custodian:victorian-cancer-registry|SourceURL|https://www.health.vic.gov.au/cancer-care/improving-cancer-outcomes-regulations-2025,",HAS_SOURCE,Custodian|custodian:victorian-cancer-registry,"SourceURL|https://www.health.vic.gov.au/cancer-care/improving-cancer-outcomes-regulations-2025,",{}
HAS_DATASET|Custodian|custodian:victorian-cancer-registry|Dataset|dataset:victorian-cancer-incidence-and-mortality-data|csv,HAS_DATASET,Custodian|custodian:victorian-cancer-registry,Dataset|dataset:victorian-cancer-incidence-and-mortality-data,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:victorian-cancer-registry|Dataset|dataset:vcr-annual-statistics-trends-report|csv,HAS_DATASET,Custodian|custodian:victorian-cancer-registry,Dataset|dataset:vcr-annual-statistics-trends-report,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:victorian-cancer-registry|Dataset|dataset:vcr-data-explorer|csv,HAS_DATASET,Custodian|custodian:victorian-cancer-registry,Dataset|dataset:vcr-data-explorer,"{""source"": ""csv""}"
HAS_TYPE|Custodian|custodian:centre-for-victorian-data-linkage-cvdl|CustodianType|State - VIC,HAS_TYPE,Custodian|custodian:centre-for-victorian-data-linkage-cvdl,CustodianType|State - VIC,{}
IN_JURISDICTION|Custodian|custodian:centre-for-victorian-data-linkage-cvdl|Jurisdiction|Victoria,IN_JURISDICTION,Custodian|custodian:centre-for-victorian-data-linkage-cvdl,Jurisdiction|Victoria,{}
OFFERS_LINE|Custodian|custodian:centre-for-victorian-data-linkage-cvdl|ProcessLine|line:custodian:centre-for-victorian-data-linkage-cvdl,OFFERS_LINE,Custodian|custodian:centre-for-victorian-data-linkage-cvdl,ProcessLine|line:custodian:centre-for-victorian-data-linkage-cvdl,{}
HAS_STEP|ProcessLine|line:custodian:centre-for-victorian-data-linkage-cvdl|PathwayStep|step:custodian:centre-for-victorian-data-linkage-cvdl:1,HAS_STEP,ProcessLine|line:custodian:centre-for-victorian-data-linkage-cvdl,PathwayStep|step:custodian:centre-for-victorian-data-linkage-cvdl:1,"{""lane"": ""Researcher"", ""order"": 1}"
HAS_STEP|ProcessLine|line:custodian:centre-for-victorian-data-linkage-cvdl|PathwayStep|step:custodian:centre-for-victorian-data-linkage-cvdl:2,HAS_STEP,ProcessLine|line:custodian:centre-for-victorian-data-linkage-cvdl,PathwayStep|step:custodian:centre-for-victorian-data-linkage-cvdl:2,"{""lane"": ""Researcher"", ""order"": 2}"
HAS_STEP|ProcessLine|line:custodian:centre-for-victorian-data-linkage-cvdl|PathwayStep|step:custodian:centre-for-victorian-data-linkage-cvdl:3,HAS_STEP,ProcessLine|line:custodian:centre-for-victorian-data-linkage-cvdl,PathwayStep|step:custodian:centre-for-victorian-data-linkage-cvdl:3,"{""lane"": ""Custodian"", ""order"": 3}"
HAS_STEP|ProcessLine|line:custodian:centre-for-victorian-data-linkage-cvdl|PathwayStep|step:custodian:centre-for-victorian-data-linkage-cvdl:4,HAS_STEP,ProcessLine|line:custodian:centre-for-victorian-data-linkage-cvdl,PathwayStep|step:custodian:centre-for-victorian-data-linkage-cvdl:4,"{""lane"": ""Researcher"", ""order"": 4}"
"HAS_SOURCE|Custodian|custodian:centre-for-victorian-data-linkage-cvdl|SourceURL|http://www.med.monash.edu.au/assets/docs/creps/2016/2016datalinkageaug-yingchen.pdf,",HAS_SOURCE,Custodian|custodian:centre-for-victorian-data-linkage-cvdl,"SourceURL|http://www.med.monash.edu.au/assets/docs/creps/2016/2016datalinkageaug-yingchen.pdf,",{}
"HAS_SOURCE|Custodian|custodian:centre-for-victorian-data-linkage-cvdl|SourceURL|https://iht.deakin.edu.au/wp-content/uploads/sites/153/2022/01/cvdl-virtual-machine-access-model.pdf,",HAS_SOURCE,Custodian|custodian:centre-for-victorian-data-linkage-cvdl,"SourceURL|https://iht.deakin.edu.au/wp-content/uploads/sites/153/2022/01/cvdl-virtual-machine-access-model.pdf,",{}
"HAS_SOURCE|Custodian|custodian:centre-for-victorian-data-linkage-cvdl|SourceURL|https://vahi.vic.gov.au/ourwork/data-linkage,",HAS_SOURCE,Custodian|custodian:centre-for-victorian-data-linkage-cvdl,"SourceURL|https://vahi.vic.gov.au/ourwork/data-linkage,",{}
"HAS_SOURCE|Custodian|custodian:centre-for-victorian-data-linkage-cvdl|SourceURL|https://vahi.vic.gov.au/ourwork/data-linkage/about,",HAS_SOURCE,Custodian|custodian:centre-for-victorian-data-linkage-cvdl,"SourceURL|https://vahi.vic.gov.au/ourwork/data-linkage/about,",{}
"HAS_SOURCE|Custodian|custodian:centre-for-victorian-data-linkage-cvdl|SourceURL|https://vahi.vic.gov.au/ourwork/data-linkage/data-custodians,",HAS_SOURCE,Custodian|custodian:centre-for-victorian-data-linkage-cvdl,"SourceURL|https://vahi.vic.gov.au/ourwork/data-linkage/data-custodians,",{}
HAS_SOURCE|Custodian|custodian:centre-for-victorian-data-linkage-cvdl|SourceURL|https://www.clinicaltrialsandresearch.vic.gov.au/__data/assets/pdf_file/0013/171130/Jurisdictional-Legislative-Requirements-December-2023.pdf,HAS_SOURCE,Custodian|custodian:centre-for-victorian-data-linkage-cvdl,SourceURL|https://www.clinicaltrialsandresearch.vic.gov.au/__data/assets/pdf_file/0013/171130/Jurisdictional-Legislative-Requirements-December-2023.pdf,{}
"HAS_SOURCE|Custodian|custodian:centre-for-victorian-data-linkage-cvdl|SourceURL|https://www.monash.edu/__data/assets/pdf_file/0018/2033190/centre-for-victorian-data-linkage-may-2019.pdf,",HAS_SOURCE,Custodian|custodian:centre-for-victorian-data-linkage-cvdl,"SourceURL|https://www.monash.edu/__data/assets/pdf_file/0018/2033190/centre-for-victorian-data-linkage-may-2019.pdf,",{}
"HAS_SOURCE|Custodian|custodian:centre-for-victorian-data-linkage-cvdl|SourceURL|https://www.phrn.org.au/resources/data-linkage-units/,",HAS_SOURCE,Custodian|custodian:centre-for-victorian-data-linkage-cvdl,"SourceURL|https://www.phrn.org.au/resources/data-linkage-units/,",{}
"HAS_SOURCE|Custodian|custodian:centre-for-victorian-data-linkage-cvdl|SourceURL|https://www.sciencedirect.com/science/article/pii/S1326020024000645,",HAS_SOURCE,Custodian|custodian:centre-for-victorian-data-linkage-cvdl,"SourceURL|https://www.sciencedirect.com/science/article/pii/S1326020024000645,",{}
HAS_DATASET|Custodian|custodian:centre-for-victorian-data-linkage-cvdl|Dataset|dataset:victorian-linkage-map|csv,HAS_DATASET,Custodian|custodian:centre-for-victorian-data-linkage-cvdl,Dataset|dataset:victorian-linkage-map,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:centre-for-victorian-data-linkage-cvdl|Dataset|dataset:various-victorian-health-and-human-services-datasets|csv,HAS_DATASET,Custodian|custodian:centre-for-victorian-data-linkage-cvdl,Dataset|dataset:various-victorian-health-and-human-services-datasets,"{""source"": ""csv""}"
HAS_TYPE|Custodian|custodian:queensland-health|CustodianType|State - QLD,HAS_TYPE,Custodian|custodian:queensland-health,CustodianType|State - QLD,{}
IN_JURISDICTION|Custodian|custodian:queensland-health|Jurisdiction|Queensland,IN_JURISDICTION,Custodian|custodian:queensland-health,Jurisdiction|Queensland,{}
OFFERS_LINE|Custodian|custodian:queensland-health|ProcessLine|line:custodian:queensland-health,OFFERS_LINE,Custodian|custodian:queensland-health,ProcessLine|line:custodian:queensland-health,{}
HAS_STEP|ProcessLine|line:custodian:queensland-health|PathwayStep|step:custodian:queensland-health:1,HAS_STEP,ProcessLine|line:custodian:queensland-health,PathwayStep|step:custodian:queensland-health:1,"{""lane"": ""Researcher"", ""order"": 1}"
HAS_STEP|ProcessLine|line:custodian:queensland-health|PathwayStep|step:custodian:queensland-health:2,HAS_STEP,ProcessLine|line:custodian:queensland-health,PathwayStep|step:custodian:queensland-health:2,"{""lane"": ""Researcher"", ""order"": 2}"
HAS_STEP|ProcessLine|line:custodian:queensland-health|PathwayStep|step:custodian:queensland-health:3,HAS_STEP,ProcessLine|line:custodian:queensland-health,PathwayStep|step:custodian:queensland-health:3,"{""lane"": ""Researcher"", ""order"": 3}"
HAS_STEP|ProcessLine|line:custodian:queensland-health|PathwayStep|step:custodian:queensland-health:4,HAS_STEP,ProcessLine|line:custodian:queensland-health,PathwayStep|step:custodian:queensland-health:4,"{""lane"": ""Researcher"", ""order"": 4}"
HAS_STEP|ProcessLine|line:custodian:queensland-health|PathwayStep|step:custodian:queensland-health:5,HAS_STEP,ProcessLine|line:custodian:queensland-health,PathwayStep|step:custodian:queensland-health:5,"{""lane"": ""Custodian"", ""order"": 5}"
HAS_STEP|ProcessLine|line:custodian:queensland-health|PathwayStep|step:custodian:queensland-health:6,HAS_STEP,ProcessLine|line:custodian:queensland-health,PathwayStep|step:custodian:queensland-health:6,"{""lane"": ""Researcher"", ""order"": 6}"
"HAS_SOURCE|Custodian|custodian:queensland-health|SourceURL|https://cancerallianceqld.health.qld.gov.au/queensland-cancer-register-qcr/,",HAS_SOURCE,Custodian|custodian:queensland-health,"SourceURL|https://cancerallianceqld.health.qld.gov.au/queensland-cancer-register-qcr/,",{}
"HAS_SOURCE|Custodian|custodian:queensland-health|SourceURL|https://www.health.qld.gov.au/hsu/collections/pdc,",HAS_SOURCE,Custodian|custodian:queensland-health,"SourceURL|https://www.health.qld.gov.au/hsu/collections/pdc,",{}
"HAS_SOURCE|Custodian|custodian:queensland-health|SourceURL|https://www.health.qld.gov.au/hsu/collections/qhapdc,",HAS_SOURCE,Custodian|custodian:queensland-health,"SourceURL|https://www.health.qld.gov.au/hsu/collections/qhapdc,",{}
HAS_SOURCE|Custodian|custodian:queensland-health|SourceURL|https://www.health.qld.gov.au/hsu/link/datalink,HAS_SOURCE,Custodian|custodian:queensland-health,SourceURL|https://www.health.qld.gov.au/hsu/link/datalink,{}
"HAS_SOURCE|Custodian|custodian:queensland-health|SourceURL|https://www.health.qld.gov.au/research-reports/research/data-requests,",HAS_SOURCE,Custodian|custodian:queensland-health,"SourceURL|https://www.health.qld.gov.au/research-reports/research/data-requests,",{}
"HAS_SOURCE|Custodian|custodian:queensland-health|SourceURL|https://www.health.qld.gov.au/research-reports/research/researchers/how-to/confidential-information/apply-for-information,",HAS_SOURCE,Custodian|custodian:queensland-health,"SourceURL|https://www.health.qld.gov.au/research-reports/research/researchers/how-to/confidential-information/apply-for-information,",{}
HAS_DATASET|Custodian|custodian:queensland-health|Dataset|dataset:queensland-hospital-admitted-patient-data-collection-qhapdc|md,HAS_DATASET,Custodian|custodian:queensland-health,Dataset|dataset:queensland-hospital-admitted-patient-data-collection-qhapdc,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:queensland-health|Dataset|dataset:queensland-perinatal-data-collection-pdc|md,HAS_DATASET,Custodian|custodian:queensland-health,Dataset|dataset:queensland-perinatal-data-collection-pdc,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:queensland-health|Dataset|dataset:queensland-cancer-register-qcr|md,HAS_DATASET,Custodian|custodian:queensland-health,Dataset|dataset:queensland-cancer-register-qcr,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:queensland-health|Dataset|dataset:queensland-hospital-admitted-patient-data-collection|csv,HAS_DATASET,Custodian|custodian:queensland-health,Dataset|dataset:queensland-hospital-admitted-patient-data-collection,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:queensland-health|Dataset|dataset:queensland-perinatal-data-collection|csv,HAS_DATASET,Custodian|custodian:queensland-health,Dataset|dataset:queensland-perinatal-data-collection,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:queensland-health|Dataset|dataset:queensland-cancer-register|csv,HAS_DATASET,Custodian|custodian:queensland-health,Dataset|dataset:queensland-cancer-register,"{""source"": ""csv""}"
HAS_TYPE|Custodian|custodian:qcif|CustodianType|TRE,HAS_TYPE,Custodian|custodian:qcif,CustodianType|TRE,{}
HAS_TYPE|Custodian|custodian:qcif|CustodianType|SDE,HAS_TYPE,Custodian|custodian:qcif,CustodianType|SDE,{}
IN_JURISDICTION|Custodian|custodian:qcif|Jurisdiction|Queensland,IN_JURISDICTION,Custodian|custodian:qcif,Jurisdiction|Queensland,{}
OFFERS_LINE|Custodian|custodian:qcif|ProcessLine|line:custodian:qcif,OFFERS_LINE,Custodian|custodian:qcif,ProcessLine|line:custodian:qcif,{}
HAS_STEP|ProcessLine|line:custodian:qcif|PathwayStep|step:custodian:qcif:1,HAS_STEP,ProcessLine|line:custodian:qcif,PathwayStep|step:custodian:qcif:1,"{""lane"": ""Researcher"", ""order"": 1}"
HAS_STEP|ProcessLine|line:custodian:qcif|PathwayStep|step:custodian:qcif:2,HAS_STEP,ProcessLine|line:custodian:qcif,PathwayStep|step:custodian:qcif:2,"{""lane"": ""Researcher"", ""order"": 2}"
HAS_STEP|ProcessLine|line:custodian:qcif|PathwayStep|step:custodian:qcif:3,HAS_STEP,ProcessLine|line:custodian:qcif,PathwayStep|step:custodian:qcif:3,"{""lane"": ""EthicsRegulatory"", ""order"": 3}"
HAS_STEP|ProcessLine|line:custodian:qcif|PathwayStep|step:custodian:qcif:4,HAS_STEP,ProcessLine|line:custodian:qcif,PathwayStep|step:custodian:qcif:4,"{""lane"": ""Researcher"", ""order"": 4}"
HAS_STEP|ProcessLine|line:custodian:qcif|PathwayStep|step:custodian:qcif:5,HAS_STEP,ProcessLine|line:custodian:qcif,PathwayStep|step:custodian:qcif:5,"{""lane"": ""Researcher"", ""order"": 5}"
HAS_SOURCE|Custodian|custodian:qcif|SourceURL|https://keypoint.edu.au/,HAS_SOURCE,Custodian|custodian:qcif,SourceURL|https://keypoint.edu.au/,{}
"HAS_SOURCE|Custodian|custodian:qcif|SourceURL|https://www.qcif.edu.au/news/secure-sensitive-data-platform-now-live,",HAS_SOURCE,Custodian|custodian:qcif,"SourceURL|https://www.qcif.edu.au/news/secure-sensitive-data-platform-now-live,",{}
"HAS_SOURCE|Custodian|custodian:qcif|SourceURL|https://www.qcif.edu.au/products/keypoint,",HAS_SOURCE,Custodian|custodian:qcif,"SourceURL|https://www.qcif.edu.au/products/keypoint,",{}
HAS_DATASET|Custodian|custodian:qcif|Dataset|dataset:various-research-data|csv,HAS_DATASET,Custodian|custodian:qcif,Dataset|dataset:various-research-data,"{""source"": ""csv""}"
HAS_TYPE|Custodian|custodian:wa-health-data-linkage-services-wa|CustodianType|State — WA,HAS_TYPE,Custodian|custodian:wa-health-data-linkage-services-wa,CustodianType|State — WA,{}
IN_JURISDICTION|Custodian|custodian:wa-health-data-linkage-services-wa|Jurisdiction|Western Australia,IN_JURISDICTION,Custodian|custodian:wa-health-data-linkage-services-wa,Jurisdiction|Western Australia,{}
OFFERS_LINE|Custodian|custodian:wa-health-data-linkage-services-wa|ProcessLine|line:custodian:wa-health-data-linkage-services-wa,OFFERS_LINE,Custodian|custodian:wa-health-data-linkage-services-wa,ProcessLine|line:custodian:wa-health-data-linkage-services-wa,{}
HAS_STEP|ProcessLine|line:custodian:wa-health-data-linkage-services-wa|PathwayStep|step:custodian:wa-health-data-linkage-services-wa:1,HAS_STEP,ProcessLine|line:custodian:wa-health-data-linkage-services-wa,PathwayStep|step:custodian:wa-health-data-linkage-services-wa:1,"{""lane"": ""Researcher"", ""order"": 1}"
HAS_STEP|ProcessLine|line:custodian:wa-health-data-linkage-services-wa|PathwayStep|step:custodian:wa-health-data-linkage-services-wa:2,HAS_STEP,ProcessLine|line:custodian:wa-health-data-linkage-services-wa,PathwayStep|step:custodian:wa-health-data-linkage-services-wa:2,"{""lane"": ""Researcher"", ""order"": 2}"
HAS_STEP|ProcessLine|line:custodian:wa-health-data-linkage-services-wa|PathwayStep|step:custodian:wa-health-data-linkage-services-wa:3,HAS_STEP,ProcessLine|line:custodian:wa-health-data-linkage-services-wa,PathwayStep|step:custodian:wa-health-data-linkage-services-wa:3,"{""lane"": ""Custodian"", ""order"": 3}"
HAS_STEP|ProcessLine|line:custodian:wa-health-data-linkage-services-wa|PathwayStep|step:custodian:wa-health-data-linkage-services-wa:4,HAS_STEP,ProcessLine|line:custodian:wa-health-data-linkage-services-wa,PathwayStep|step:custodian:wa-health-data-linkage-services-wa:4,"{""lane"": ""Researcher"", ""order"": 4}"
HAS_STEP|ProcessLine|line:custodian:wa-health-data-linkage-services-wa|PathwayStep|step:custodian:wa-health-data-linkage-services-wa:5,HAS_STEP,ProcessLine|line:custodian:wa-health-data-linkage-services-wa,PathwayStep|step:custodian:wa-health-data-linkage-services-wa:5,"{""lane"": ""EthicsRegulatory"", ""order"": 5}"
HAS_STEP|ProcessLine|line:custodian:wa-health-data-linkage-services-wa|PathwayStep|step:custodian:wa-health-data-linkage-services-wa:6,HAS_STEP,ProcessLine|line:custodian:wa-health-data-linkage-services-wa,PathwayStep|step:custodian:wa-health-data-linkage-services-wa:6,"{""lane"": ""Custodian"", ""order"": 6}"
"HAS_SOURCE|Custodian|custodian:wa-health-data-linkage-services-wa|SourceURL|https://www.health.wa.gov.au/Articles/A_E/data-linkage/How-to-apply-for-data,",HAS_SOURCE,Custodian|custodian:wa-health-data-linkage-services-wa,"SourceURL|https://www.health.wa.gov.au/Articles/A_E/data-linkage/How-to-apply-for-data,",{}
"HAS_SOURCE|Custodian|custodian:wa-health-data-linkage-services-wa|SourceURL|https://www.health.wa.gov.au/Articles/A_E/data-linkage/How-to-apply-for-data/data-collections,",HAS_SOURCE,Custodian|custodian:wa-health-data-linkage-services-wa,"SourceURL|https://www.health.wa.gov.au/Articles/A_E/data-linkage/How-to-apply-for-data/data-collections,",{}
"HAS_SOURCE|Custodian|custodian:wa-health-data-linkage-services-wa|SourceURL|https://www.health.wa.gov.au/Articles/A_E/data-linkage/How-to-apply-for-data/data-forms,",HAS_SOURCE,Custodian|custodian:wa-health-data-linkage-services-wa,"SourceURL|https://www.health.wa.gov.au/Articles/A_E/data-linkage/How-to-apply-for-data/data-forms,",{}
"HAS_SOURCE|Custodian|custodian:wa-health-data-linkage-services-wa|SourceURL|https://www.health.wa.gov.au/articles/a_e/data-linkage,",HAS_SOURCE,Custodian|custodian:wa-health-data-linkage-services-wa,"SourceURL|https://www.health.wa.gov.au/articles/a_e/data-linkage,",{}
HAS_SOURCE|Custodian|custodian:wa-health-data-linkage-services-wa|SourceURL|https://www.wa.gov.au/organisation/department-of-the-premier-and-cabinet/office-of-digital-government/peoplewa,HAS_SOURCE,Custodian|custodian:wa-health-data-linkage-services-wa,SourceURL|https://www.wa.gov.au/organisation/department-of-the-premier-and-cabinet/office-of-digital-government/peoplewa,{}
